0,1,2,3,4,5,6,7,8,9,10
01.01.21 09:15:59,31372.10,31472.50,31372.10,31472.50,225,0,31461.27,31412.95,31480.85,1468425.00
01.01.21 09:17:59,31407.00,31407.00,31407.00,31407.00,25,225,31455.85,31416.75,31451.75,1500650.00
01.01.21 09:18:59,31477.55,31477.55,31477.55,31477.55,200,225,31465.41,31445.65,31460.00,1500650.00
01.01.21 09:19:59,31450.00,31450.00,31450.00,31450.00,50,225,31463.87,31454.55,31489.65,1500650.00
01.01.21 09:23:59,31450.00,31450.00,31450.00,31450.00,25,500,31463.21,31423.70,31462.50,1546725.00
01.01.21 09:25:59,31450.00,31450.00,31440.00,31440.00,75,525,31460.72,31420.00,31451.10,1546750.00
01.01.21 09:27:59,31442.25,31442.25,31442.25,31442.25,25,600,31459.99,31445.85,31473.10,1560050.00
01.01.21 09:29:59,31459.45,31459.45,31459.45,31459.45,25,600,31459.96,31460.00,31479.95,1570825.00
01.01.21 09:30:59,31479.95,31480.00,31479.95,31480.00,75,600,31462.03,31500.00,31508.10,1570825.00
01.01.21 09:32:59,31505.35,31505.35,31505.35,31505.35,25,650,31463.48,31490.00,31507.20,1579350.00
01.01.21 09:33:59,31490.00,31501.35,31490.00,31501.35,50,650,31465.49,31468.95,31496.30,1579350.00
01.01.21 09:36:59,31485.00,31485.00,31485.00,31485.00,25,725,31466.08,31475.05,31491.30,1586050.00
01.01.21 09:37:59,31475.00,31485.00,31475.00,31485.00,75,725,31467.10,31465.20,31482.95,1586050.00
01.01.21 09:42:59,31515.65,31515.65,31515.00,31515.00,75,825,31470.80,31497.45,31511.95,1597500.00
01.01.21 09:46:59,31510.00,31510.00,31510.00,31510.00,50,850,31472.71,31500.90,31515.00,1601650.00
01.01.21 09:49:59,31510.00,31510.00,31510.00,31510.00,25,900,31473.60,31510.00,31514.70,1603775.00
01.01.21 09:50:59,31510.00,31510.00,31510.00,31510.00,25,900,31474.45,31498.85,31510.25,1604000.00
01.01.21 09:52:59,31510.00,31510.00,31510.00,31510.00,50,925,31476.03,31489.00,31505.70,1604025.00
01.01.21 09:53:59,31455.05,31455.05,31455.05,31455.05,400,975,31473.25,31476.40,31493.50,1604000.00
01.01.21 09:55:59,31458.00,31458.00,31458.00,31458.00,50,975,31472.77,31469.10,31480.70,1604000.00
01.01.21 09:56:59,31486.30,31486.30,31486.30,31486.30,200,625,31474.25,31481.15,31488.25,1603100.00
01.01.21 10:05:59,31466.30,31466.30,31466.30,31466.30,25,800,31474.14,31459.10,31467.40,1614025.00
01.01.21 10:08:59,31452.95,31452.95,31452.95,31452.95,25,800,31473.85,31443.75,31452.95,1613875.00
01.01.21 10:10:59,31450.00,31450.00,31450.00,31450.00,25,825,31473.52,31444.75,31452.95,1613900.00
01.01.21 10:11:59,31452.95,31460.00,31452.95,31460.00,50,850,31473.08,31459.50,31478.05,1614925.00
01.01.21 10:16:59,31455.00,31455.00,31455.00,31455.00,25,875,31472.84,31436.85,31454.80,1615375.00
01.01.21 10:19:59,31402.50,31402.50,31400.00,31400.00,50,875,31471.03,31408.95,31427.30,1619950.00
01.01.21 10:41:59,31438.00,31438.00,31428.80,31428.80,350,875,31464.85,31417.20,31425.90,1639700.00
01.01.21 10:42:59,31411.20,31411.20,31411.20,31411.20,25,1225,31464.28,31409.90,31419.35,1640100.00
01.01.21 10:45:59,31409.50,31422.20,31409.50,31422.20,50,1225,31463.27,31417.70,31436.20,1645425.00
01.01.21 10:52:59,31422.20,31422.20,31422.20,31422.20,25,1225,31462.85,31417.15,31435.65,1650250.00
01.01.21 11:08:59,31445.00,31445.00,31445.00,31445.00,25,1250,31462.67,31427.25,31446.85,1657850.00
01.01.21 11:41:59,31432.75,31432.75,31432.75,31432.75,25,1250,31462.36,31419.15,31432.05,1672400.00
01.01.21 11:45:59,31443.60,31443.60,31443.60,31443.60,25,1250,31462.18,31432.05,31447.15,1676375.00
01.01.21 11:52:59,31421.25,31421.25,31421.25,31421.25,25,1275,31461.77,31420.85,31433.85,1679575.00
01.01.21 11:58:59,31400.00,31400.00,31400.00,31400.00,225,1275,31456.74,31396.50,31407.55,1681200.00
01.01.21 12:00:59,31396.35,31396.35,31396.35,31396.35,25,1500,31456.19,31391.90,31411.10,1686050.00
01.01.21 12:09:59,31423.70,31423.70,31423.70,31423.70,25,1500,31455.90,31412.30,31430.55,1698975.00
01.01.21 12:17:59,31426.05,31426.05,31426.05,31426.05,50,1500,31455.38,31416.30,31432.50,1706950.00
01.01.21 12:30:59,31491.00,31500.00,31491.00,31497.45,75,1550,31456.42,31486.65,31510.75,1696800.00
01.01.21 12:41:59,31470.00,31470.00,31470.00,31470.00,25,1475,31456.54,31456.05,31474.30,1677100.00
01.01.21 13:01:59,31446.00,31446.00,31428.20,31428.20,50,1500,31456.21,31424.05,31438.60,1676425.00
01.01.21 13:03:59,31428.30,31428.30,31428.30,31428.30,25,1550,31455.98,31424.15,31442.15,1673900.00
01.01.21 13:05:59,31445.15,31445.15,31445.15,31445.15,25,1550,31455.89,31438.70,31445.20,1673900.00
01.01.21 13:17:59,31445.00,31445.00,31445.00,31445.00,50,1575,31455.69,31442.95,31460.90,1684200.00
01.01.21 13:38:59,31425.00,31425.00,31425.00,31425.00,25,1550,31455.45,31412.65,31432.45,1688425.00
01.01.21 13:40:59,31408.00,31408.00,31400.00,31400.00,100,1575,31453.86,31384.75,31402.20,1686100.00
01.01.21 13:45:59,31401.00,31401.00,31401.00,31401.00,25,1675,31453.45,31389.60,31406.45,1693900.00
01.01.21 13:47:59,31401.00,31401.00,31401.00,31401.00,25,1700,31453.05,31386.60,31404.70,1693975.00
01.01.21 14:00:59,31440.00,31440.00,31440.00,31440.00,25,1725,31452.95,31434.10,31450.60,1701625.00
01.01.21 14:06:59,31450.00,31450.00,31450.00,31450.00,25,1700,31452.93,31439.45,31454.80,1698300.00
01.01.21 14:13:59,31461.00,31461.00,31461.00,31461.00,50,1725,31453.05,31443.30,31459.40,1694075.00
01.01.21 14:27:59,31461.00,31461.00,31461.00,31461.00,25,1775,31453.11,31448.95,31465.00,1690350.00
01.01.21 15:08:59,31410.00,31414.50,31410.00,31414.50,50,1800,31452.52,31401.65,31418.75,1663725.00
01.01.21 15:15:59,31401.35,31401.35,31401.35,31401.35,25,1850,31452.15,31401.45,31420.25,1633450.00
