date,open,high,low,close,volume,oi
2018-12-19 09:53:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 09:54:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 09:55:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 09:56:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 09:57:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 09:58:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 09:59:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:00:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:01:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:02:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:03:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:04:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:05:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:06:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:07:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:08:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:09:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:10:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:11:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:12:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:13:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:14:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:15:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:16:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:17:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:18:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:19:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:20:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:21:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:22:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:23:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:24:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:25:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:26:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:27:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:28:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:29:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:30:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:31:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:32:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:33:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:34:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:35:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:36:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:37:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:38:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:39:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:40:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:41:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:42:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:43:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:44:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:45:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:46:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:47:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:48:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:49:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:50:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:51:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:52:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:53:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:54:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:55:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:56:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:57:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:58:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 10:59:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 11:00:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 11:01:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 11:02:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 11:03:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 11:04:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 11:05:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 11:06:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 11:07:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 11:08:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 11:09:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 11:10:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 11:11:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 11:12:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 11:13:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 11:14:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 11:15:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 11:16:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 11:17:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 11:18:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 11:19:00,895.70,895.70,895.70,895.70,0,0
2018-12-19 11:20:00,895.70,895.70,895.70,895.70,0,0
